Run!	Chạy!
It's said that the Vikings discovered America before Columbus did.	Người ta nói rằng những người Viking đã khám phá ra châu Mỹ trước Columbus.
My car broke down this morning and won't be repaired until Friday.	Ô tô của tôi đã bị hỏng sáng nay và sẽ không được sửa xong trước thứ sáu.
No one ever really knows what's going through someone else's head.	Không ai thực sự biết điều gì đang diễn ra trong đầu của người khác.
People do not know the blessing of good health until they lose it.	Chỉ sau khi một người mất đi sức khỏe, họ mới biết nó đáng giá đến mức nào.
People do not know the blessing of good health until they lose it.	Chỉ sau khi một người đánh mất đi sức khỏe, họ mới biết nó đáng giá đến nhường nào.
The dog kept barking at me at the gate and kept me from coming in.	Con chó cứ sủa tôi ngay ở cổng và không cho tôi vào.
Tom said that he's been trying to fix the air conditioner all day.	Tom nói là anh ta đã cố sửa cái điều hòa cả ngày.
What do you do when you get writer's block while writing a script?	Bạn sẽ làm gì khi bạn bị bế tắc trong lúc viết một kịch bản?
You always say that you'll take out the garbage, but you never do.	Bạn luôn nói là bạn sẽ đi vứt rác, nhưng bạn không bao giờ làm cả.
"What toppings do you want on the pizza?" "Anything but anchovies."	"Bạn muốn làm lớp mặt của pizza bằng gì?" "Bất cứ thứ gì trừ cá trồng."
A man's happiness doesn't depend on what he has, but on what he is.	Hạnh phúc của một người không phụ thuộc vào những gì người đó có, mà phụ thuộc vào người đó là ai.
Everyone is happy with the decision, so please don't rock the boat.	Mọi người đều hài lòng về quyết định này, nên xin đừng làm gì xáo trộn tình hình.
First off, I'd like you to come with me to a department store sale.	Đang có một đợt bán hàng giảm giá ở trung tâm thương mại, trước tiên tôi muốn bạn đi với tôi tới đó.
First off, I'd like you to come with me to a department store sale.	Trước tiên, tôi muốn bạn đi với tôi đến chỗ đang bán hàng giảm giá ở trung tâm mua sắm.
I don't think it will rain, but I'll take an umbrella just in case.	Tôi không nghĩ trời sẽ mưa, nhưng tôi sẽ mang theo một cái ô để đề phòng.
I'm pretty sure I won't be able to convince Tom to stop doing that.	Tôi khá chắc rằng mình sẽ không thuyết phục Tom ngừng làm điều đó được.
It took me more than two hours to translate a few pages of English.	Tôi tốn hơn hai tiếng để dịch vài trang tiếng Anh.
It was once believed that the earth was the center of the universe.	Trái Đất đã từng được cho là trung tâm của vũ trụ.
No matter how busy I become, I'll always have time for my children.	Bất kể bận rộn thế nào, tôi sẽ luôn có thời gian cho các con tôi.
Please come back to Boston and visit us whenever you have a chance.	Hãy trở lại Boston thăm bọn tôi khi nào có dịp nhé.
The coat Tom wanted was too expensive. That's why he didn't buy it.	Cái áo khoác mà Tom muốn quá đắt. Thế nên anh ấy đã không mua nó.
Tom and I often talk to each other on the bus on the way to school.	Tôi và Tom thường nói chuyện với nhau trên xe bus trên đường tới trường.
Tom and I often talk to each other on the bus on the way to school.	Tom và tôi thường nói chuyện với nhau trên xe buýt trên đường đến trường.
Tom asked me if I could stay and help him clean up after the party.	Tom hỏi tôi nếu tôi có thể ở lại và giúp anh ấy dọn dẹp sau bữa tiệc.
Tom made no attempt to hide the fact that he was in love with Mary.	Tom không thèm giấu chuyện anh ta yêu Mary.
Tom never realized there were so many women working at his company.	Tom chả bao giờ nhận ra có rất nhiều nữ trong công ty của anh ấy.
Tom was shocked by the news that his father had had a heart attack.	Tom đã bị sốc khi biết tin cha cậu ấy lên cơn đau tim.
You're going to wreck your eyesight if you play games all the time.	Bạn chơi game suốt ngày như thế hại mắt lắm đấy.
You're going to wreck your eyesight if you play games all the time.	Bạn chơi game suốt ngày như thế có ngày hỏng mắt đấy.
At first, Tom seemed angry, but then I realized he was just worried.	Lúc đầu, Tom trông có vẻ giận dữ, nhưng sau đó tôi nhận ra là anh ấy chỉ đang lo lắng mà thôi.
At first, Tom seemed angry, but then I realized he was just worried.	Ban đầu, Tom trông có vẻ giận dữ, nhưng sau đó tôi nhận ra rằng anh ấy chỉ đang lo lắng mà thôi.
He was very worried about having to spend Christmas in the hospital.	Anh ấy đã rất lo lắng về việc sẽ phải dành thời gian Giáng Sinh ở bệnh viện.
I didn't realize till I visited Australia how small Japan really is.	Tôi đã không nhận ra Nhật Bản nhỏ đến thế nào cho đến khi tôi tới Úc.
In the summer, I go to the sea, and in the winter, to the mountains.	Mùa hè thì tôi đi ra biển, còn mùa đông thì tôi đi lên núi.
The policy of the government was criticized by the opposition party.	Chính sách của chính phủ bị phê phán bởi đảng đối lập.
Tom looked over his shoulder to see if Mary was still following him.	Tom ngoái lại nhìn xem Mary có còn đi theo anh không.
Tom spent a lot of time trying to learn how to play the French horn.	Tom dành nhiều thời gian cố gắng để học cách chơi tù và của người Pháp.
Everyone seemed to be very busy and everyone seemed to be in a hurry.	Dường như mọi người rất bận rộn và dường như mọi người đang hối hả.
I bought a house with the money that I inherited from my grandfather.	Tôi đã dùng tiền thừa kế của ông tôi để mua một ngôi nhà.
I bought a house with the money that I inherited from my grandfather.	Tôi đã mua một ngôi nhà bằng tiền thừa kế của ông tôi.
I bought a house with the money that I inherited from my grandfather.	Tôi đã mua một ngôi nhà bằng tiền thừa kế của ông nội tôi.
I bought a house with the money that I inherited from my grandfather.	Tôi đã mua một ngôi nhà bằng tiền thừa kế của ông ngoại tôi.
I was on the point of leaving home when a light rain started to fall.	Ngay trước khi tôi ra khỏi nhà thì trời đã bắt đầu có mưa nhỏ.
One must practice every day in order to become a world-class athlete.	Người ta phải thực hành / tập luyện mỗi ngày để trở thành một vận động viên đẳng cấp thế giới.
Small cars are very economical because of their low fuel consumption.	Xe hơi nhỏ rất kinh tế bởi vì nó tiêu thụ ít xăng.
They had been dancing for an hour when there was a knock on the door.	Họ đang nhảy suốt một tiếng thì bỗng có một tiếng gõ cửa.
They had been dancing for an hour when there was a knock on the door.	Họ đã nhảy suốt một tiếng thì bỗng có một tiếng gõ cửa.
Tom ate part of the ham, and then put the rest into the refrigerator.	Tom ăn một phần giăm bông, rồi cắt phần còn lại vào tủ lạnh.
Tom certainly wouldn't be pleased if Mary decided to go back to work.	Tom chắc chắn sẽ không hài lòng nếu Mary quyết định quay trở lại làm việc.
Tom told Mary that he didn't have enough time to get everything done.	Tom nói với Mary rằng anh ta không có đủ thời gian để làm mọi việc.
I should probably tell Tom that he should do that as soon as possible.	Tôi có lẽ nên nói với Tom rằng anh ấy nên làm điều đó càng sớm càng tốt.
I wonder whether or not Tom forgot to tell Mary she needed to do that.	Tôi tự hỏi không biết là Tom có quên nói với Mary rằng cô ấy cần phải làm việc đó không.
I wonder whether or not Tom forgot to tell Mary she needed to do that.	Tôi băn khoăn không biết là Tom có quên nói với Mary là cô ấy cần phải làm điều đó không.
Nobody knew that Tom was the person who contributed most of the money.	Không ai biết là Tom là người đóng góp nhiều tiền nhất.
Tom was one of the men that the police arrested yesterday in the park.	Tom là một trong số những người đàn ông mà hôm qua cảnh sát đã bắt giữ trong công viên.
You're probably too young to understand what is likely to happen next.	Có lẽ bạn quá trẻ để hiểu điều gì sẽ có khả năng cao xảy đến tiếp theo.
If he had stayed at home that day, he would not have met with disaster.	Nếu ngày hôm đó anh ta ở nhà, thì anh ta đã không phải gặp tai họa.
Now I understand that my mother was only trying to be polite in public.	Giờ tôi đã hiểu rằng mẹ tôi chỉ cố tỏ ra lịch sự ở những nơi đông người.
The root of the problem is a lack of communication between departments.	Gốc rễ của vấn đề nằm ở sự thiếu giao tiếp giữa các phòng ban với nhau.
The whole soccer team was on cloud nine after winning the championship.	Cả đội bóng đang ở trên mây sau khi dành được danh hiệu vô địch.
The whole world needs to tackle the problem of climate change together.	Thế giới cần phải đoàn kết đối phó với vấn đề biến đổi khí hậu.
The whole world needs to tackle the problem of climate change together.	Cả thế giới cần phải chung tay đối phó với vấn đề biến đổi khí hậu.
Tom said he wasn't there yesterday. However, many people saw him there.	Tom nói là hôm qua anh ta không ở đó. Nhưng có nhiều người đã trông thấy anh ta ở đó.
