year,title,genre
2002,Virumbugiren,unknown
2002,Nanba Nanba,unknown
2003,Dhool,unknown
2003,Anbe Sivam,unknown
2003,Ramachandra,unknown
2003,Vaseegara,unknown
2003,Pop Carn,unknown
2003,Aasai Aasaiyai,unknown
2003,Julie Ganapathi,unknown
2003,Kadhaludan,unknown
2003,Military,unknown
2003,Manasellam,unknown
2003,Ennai Thalatta Varuvala,unknown
2003,Magic Magic 3D,unknown
2003,Dum,unknown
2003,Kadhal Sadugudu,unknown
2003,Sena,unknown
2003,Arasu,unknown
2003,Banda Paramasivam,unknown
2003,Saamy,unknown
2003,Pudhiya Geethai,unknown
2003,Lesa Lesa,unknown
2003,Parthiban Kanavu,unknown
2003,Parasuram,unknown
2003,Nala Damayanthi,unknown
2003,Paarai,unknown
2003,Jayam,unknown
2003,Kaadhal Kondein,unknown
2003,Kovilpatti Veeralakshmi,unknown
2003,Whistle,unknown
2003,Priyamana Thozhi,unknown
2003,Kadhal Kisu Kisu,unknown
2003,Kaakha Kaakha,unknown
2003,Thithikudhe,unknown
2003,Vikadan,unknown
2003,Alaudin,unknown
2003,Diwan,unknown
2003,Boys,unknown
2003,Thiruda Thirudi,unknown
2003,Alai,unknown
2003,Aalukkoru Aasai,unknown
2003,Bheeshmar,unknown
2003,Three Roses,unknown
2003,Winner,unknown
2003,Anjaneya,unknown
2003,Pithamagan,unknown
2003,Thirumalai,unknown
2003,Jay Jay,unknown
2003,Iyarkai,unknown
2003,Kadhal Kirukkan,unknown
2003,Enakku 20 Unakku 18,unknown
2003,Joot,unknown
2003,Soori,unknown
2003,Ilasu Pudhusu Ravusu,unknown
2003,Ooruku Nooruper,unknown
2004,"Sajith Raj, Nitesh, Divya Dwivedi, Sheetal Shah",unknown
2004,"Vijayakanth, Prabhu Deva, Swarnamalya, Namitha",unknown
2004,"Prashanth, Anshu Ambani, Thyagarajan, Rajkiran",unknown
2004,"Silambarasan, Sonia Agarwal, Rajkiran, Nassar",unknown
2004,"Dhanush, Aparna Pillai",unknown
2004,"Kamal Haasan, Abhirami, Napoleon, Pasupathy",unknown
2004,"Sudeep Sarangi, Bharani, Sindhuri",unknown
2004,"Anush, Jai Arvind, Master Manikandan, Vindhya",unknown
2004,"Richard Mathuram, Vijayan, V. S. Raghavan",unknown
2004,"Cheran, Sneha, Gopika, Mallika, Kanika",unknown
2004,"Vaseegaran, Priyamani",unknown
2004,"Sathyaraj, Napoleon, Abbas, Rathi",unknown
2004,"Vijay, Simran",unknown
2004,"Navdeep, Santhoshi, Ayesha Jhulka",unknown
2004,"Silambarasan, Divya Spandana, Kalabhavan Mani",unknown
2004,"Vijay, Trisha Krishnan, Prakash Raj",unknown
2004,"R. Madhavan, Sadha, Kanika, Rahman",unknown
2004,"Karthik Kumar, Poongkothai Chandrahasan",unknown
2004,"Vikram, Jyothika, Pasupathy",unknown
2004,"Ajith Kumar, Sneha",unknown
2004,"Suriya, Jyothika, Vivek",unknown
2004,"Suriya, R. Madhavan, Siddharth, Meera Jasmine, Trisha Krishnan, Esha Deol",unknown
2004,"Sathyaraj, Sibiraj, Bhanupriya, Gajala, Ramana",unknown
2004,"Dushyanth Ramkumar, Shubha Poonja, Pasupathy",unknown
2004,"S. J. Surya, Simran, Devayani, Kiran",unknown
2004,"Prashanth, Meena, Abbas",unknown
2004,"Dhanush, Sindhu Tolani, Pasupathy",unknown
2004,"Prasanna, Navya Nair, Prakash Raj",unknown
2004,"Kamal Haasan, Sneha, Prabhu, Prakash Raj",unknown
2004,"Sathyaraj, Prema",unknown
2004,"Vishal, Reemma Sen, Bharath",unknown
2004,"Arjun, Lara Dutta, Raghuvaran",unknown
2004,"Vijayakanth, Laya, Flora",unknown
2004,"Arjun, Reemma Sen, Divya Spandana, Devayani",unknown
2004,"Jayam Ravi, Asin, Nadhiya Prakash Raj",unknown
2004,"Srikanth, Sneha, Kalabhavan Mani",unknown
2004,"Ravi Krishna, Sonia Agarwal",unknown
2004,"Mammooty, Nandita Das",unknown
2004,"Ajith Kumar, Pooja",unknown
2004,"Sarath Kumar, Nikita Thukral",unknown
2004,"Silambarasan, Jyothika, Sindhu Tolani",unknown
2004,"Sarath Kumar, Namitha",unknown
2004,"Arjun, Laila, Chaya Singh",unknown
2004,"Arun Vijay, Priyanka Trivedi, Raghuvaran",unknown
2004,"Bharath, Sandhya",unknown
2004,"Ramana, Kutty Radhika",unknown
2004,"Jai Akash, Sridevika, Vani",unknown
2004,En Purushan Ethir Veetu Ponnu,unknown
2004,Super Da,unknown
2005,Aayudham,action
2005,Ayya,action
2005,Devathayai Kanden,romance
2005,Thirupaachi,action
2005,Iyer IPS,action
2005,Kannamma,drama
2005,Ji,action
2005,Sukran,action
2005,Mannin Maindhan,romance
2005,Raam,thriller
2005,Maayavi,comedy
2005,London,comedy
2005,Kicha Vayasu 16,adult
2005,Gurudeva,romance
2005,Thaka Thimi Tha,romance
2005,Chandramukhi,horror
2005,Priyasakhi,romance
2005,Sachein,romance
2005,Mumbai Express,comedy
2005,Jithan,thriller
2005,Karka Kasadara,romance
2005,6'2,thriller
2005,Kana Kandaen,action thriller
2005,Amudhey,romance
2005,Arinthum Ariyamalum,action
2005,Ullam Ketkumae,romance
2005,Anniyan,action thriller
2005,Englishkaran,comedy
2005,Chinna,action
2005,February 14,romance
2005,Daas,romance
2005,Thullum Kaalam,drama
2005,Selvam,romance
2005,Alaiyadikkuthu,drama
2005,ABCD,romance
2005,Ponniyin Selvan,drama
2005,Chidambarathil Oru Appasamy,drama
2005,Oru Naal Oru Kanavu,romance
2005,Oru Kalluriyin Kathai,romance
2005,Anbe Aaruyire,romance
2005,Thotti Jaya,action
2005,Chanakya,action
2005,Ghajini,action thriller
2005,Mazhai,romance
2005,Kundakka Mandakka,comedy
2005,Kasthuri Maan,drama
2005,Adhu Oru Kana Kaalam,romance
2005,Sivakasi,action
2005,Thavamai Thavamirundhu,drama
2005,Majaa,comedy
2005,Anbe Vaa,romanctic comedy
2005,Kanda Naal Mudhal,romantic comedy
2005,Aaru,action
2005,Vetrivel Sakthivel,drama
2005,Sandakozhi,action
2005,Veeranna,action
2005,Vanakkam Thalaiva,action
2005,Aadhikkam,unknown
2005,Kannadi Pookal,unknown
2005,Navarasa,unknown
2005,Padhavi Paduthum Paadu,unknown
2005,Power of Women,unknown
2006,Paramasivan,action
2006,Saravana,action
2006,Aadhi,action
2006,Pasa Kiligal,drama
2006,Dishyum,romance
2006,Idhaya Thirudan,romance
2006,Chithiram Pesuthadi,action
2006,June R,drama
2006,Kalabha Kadhalan,romance
2006,Kalvanin Kadhali,romance
2006,Madarasi,action
2006,Thambi,action
2006,Kovai Brothers,comedy
2006,Mercury Pookkal,romance
2006,Pattiyal,gangster
2006,Azhagai Irukkirai Bayamai Irukkirathu,romance
2006,Pachchak Kuthira,action
2006,Thirupathi,action
2006,Thiruttu Payale,thriller
2006,Suyetchai MLA,comedy
2006,Madhu,romance
2006,Jerry,romance
2006,Pudhupettai,gangster
2006,Vanjagan,thriller
2006,Parijatham,romance
2006,Kaivantha Kalai,romantic comedy
2006,Naalai,action
2006,Kusthi,comedy
2006,Uyir,drama
2006,Imsai Arasan 23m Pulikesi,historical comedy
2006,Yuga,horror
2006,Sasanam,drama
2006,Unakkum Enakkum,romance
2006,Aran,action
2006,Kadhale En Kadhale,romance
2006,Thimiru,action
2006,Kurukshetram,drama
2006,Vettaiyaadu Vilaiyaadu,crime thriller
2006,Em Magan,drama
2006,Jambhavan,action
2006,Sillunu Oru Kaadhal,romance
2006,Perarasu,action
2006,Manathodu Mazhaikalam,romance
2006,Kedi,romance
2006,Ilavattam,romance
2006,Dharmapuri,action
2006,E,thriller
2006,Varalaru,action thriller
2006,Thalaimagan,action
2006,Vallavan,romance
2006,Vattaram,gangster
2006,Kizhakku Kadalkarai Salai,romance
2006,Vathiyar,action
2006,Prathi Gnayiru 9.30 to 10.00,thriller
2006,Rendu,action comedy
2006,Sivappathigaram,action
2006,Nenjil Jil Jil,romance
2006,Chennai Kadhal,romance
2006,Aadu Puli Aatam,action
2006,Nenjirukkum Varai,romance
2006,Thiruvilaiyaadal Aarambam,romantic comedy
2006,Veyil,drama
2006,Poi,romance
2006,Thagapansamy,action
2006,Adaikalam,drama
2006,Sengathu,unknown
2007,Aalwar,action
2007,Pokkiri,action
2007,Thaamirabharani,action
2007,Veerasamy,drama
2007,Deepavali,romance
2007,Pori,action
2007,Agaram,drama
2007,Lee,action thriller
2007,Pachaikili Muthucharam,thriller
2007,Mozhi,"romance, comedy"
2007,Paruthiveeran,drama
2007,Murugaa,romance
2007,Muni,horror
2007,Nanbanin Kadhali,romance
2007,Sabari,action
2007,Adavadi,psychological thriller
2007,Koodal Nagar,romance
2007,Maya Kannadi,romance
2007,Unnale Unnale,romance
2007,Madurai Veeran,action
2007,Mudhal Kanave,romance
2007,Naan Avanillai,thriller
2007,Chennai 600028,comedy
2007,Parattai Engira Azhagu Sundaram,action
2007,Kasu Irukkanum,thriller
2007,Periyar,biopic
2007,Ninaithale,romance
2007,Thiru Ranga,masala
2007,Karuppusamy Kuththagaithaarar,drama
2007,Ninaithu Ninaithu Parthen,romance
2007,Rasigar Mandram,drama
2007,Sivaji,action
2007,Thullal,romance
2007,Viyabari,drama
2007,Maa Madurai,drama
2007,Kireedam,drama
2007,Thee Nagar,action
2007,Veerappu,action
2007,Thottal Poo Malarum,romance
2007,Arya,romance
2007,Pallikoodam,drama
2007,Anbu Thozhi,drama
2007,Tholaipesi,romance
2007,Ammuvagiya Naan,drama
2007,Urchagam,action
2007,Cheena Thaana 001,comedy
2007,Marudhamalai,action
2007,Thoovanam,drama
2007,18 Vayasu Puyale,romance
2007,Inimey Nangathan,animation
2007,Manase Mounama,drama
2007,Satham Podathey,thriller
2007,Vasantham Vanthachu,romance
2007,Nam Naadu,action
2007,Nenjai Thodu,thriller
2007,Piragu,drama
2007,Sivi,horror
2007,Malaikottai,action
2007,Vegam,thriller
2007,Kattradhu Thamizh,drama
2007,Pasupathi c/o Rasakkapalayam,action
2007,Sringaram,drama
2007,Thavam,action
2007,Veeramum Eeramum,action
2007,Agra,drama
2007,Azhagiya Tamil Magan,romantic thriller
2007,Kannamoochi Yenada,romantic comedy
2007,Machakaaran,romance
2007,Polladhavan,action thriller
2007,Vel,action
2007,Onbadhu Roobai Nottu,drama
2007,Oram Po,comedy
2007,Rameswaram,drama
2007,Evano Oruvan,drama
2007,Kallori,drama
2007,Billa,action
2007,Mirugam,drama
2007,Kanna,romance
2007,Puli Varudhu,romance
2007,Yaaruku Yaaro,romance
2008,Bheema,action
2008,Kaalai,action
2008,Pazhani,action
2008,Pirivom Santhippom,family drama
2008,Vaazhthugal,romance
2008,Pidichirukku,romance
2008,Ashoka,action
2008,Indiralohathil Na Azhagappan,comedy
2008,Thangam,action
2008,Thodakkam,thriller
2008,Sadhu Miranda,thriller
2008,Anjathe,action thriller
2008,Nenjathai Killadhe,romance
2008,Thoondil,romance
2008,Sila Nerangalil,thriller
2008,Thotta,action
2008,Vambu Sandai,action
2008,Velli Thirai,drama
2008,Theekuchi,action
2008,Vaitheeswaran,action
2008,Kannum Kannum,romance
2008,Singakutty,action
2008,Kattuviriyan,thriller
2008,Vedha,romance
2008,Yaaradi Nee Mohini,romance
2008,Arasangam,mystery adventure
2008,Nepali,action
2008,Santosh Subramaniam,family drama
2008,Thozha,drama
2008,Arai En 305-il Kadavul,science fiction
2008,Kuruvi,action
2008,Pandi,action
2008,Kathavarayan,action
2008,Dasavathaaram,action thriller
2008,Aayudham Seivom,action
2008,Vallamai Tharayo,romance
2008,Muniyandi Vilangial Moonramandu,action
2008,Subramaniapuram,action
2008,Uliyin Osai,perodic
2008,Kuselan,drama
2008,Sathyam,action
2008,Nayagan,action thriller
2008,Dhaam Dhoom,action thriller
2008,Jayamkondaan,romantic action
2008,Alibhabha,action
2008,Dhanam,drama
2008,Kee Mu,romantic drama
2008,Saroja,comedy thriller
2008,Poi Solla Porom,comedy
2008,Vasool,action drama
2008,Pandhayam,romance
2008,Raman Thediya Seethai,romance
2008,Kadhalil Vizhunthen,romance
2008,Sakkarakatti,romance
2008,Durai,action
2008,Seval,action
2008,Aegan,action thriller
2008,Vaaranam Aayiram,romance
2008,Thenavattu,action
2008,"Mahesh, Saranya Matrum Palar",romance
2008,Poo,romance
2008,Saamida,action
2008,Bommalattam,thriller
2008,Dindigul Sarathy,comedy
2008,Silambattam,action
2008,Abhiyum Naanum,family drama
2008,Thiruvannamalai,action
2008,Panchamirtham,comedy
2008,Aadum Koothu,unknown
2009,Vettaikaaran ,unknown
2009,Naadodigal ,unknown
2009,Padikathavan ,unknown
2009,Unnaipol Oruvan ,unknown
2009,Aadhavan ,unknown
2009,Kanthaswamy ,unknown
2009,Ayan ,unknown
2009,Peranmai ,unknown
2009,Kandein Kadhalai ,unknown
2009,Yavarum Nalam ,unknown
2009,Villu ,unknown
2009,Naan Kadavul ,unknown
2009,Sarvam ,unknown
2009,Naan Avanillai 2 ,unknown
2009,Pasanga ,unknown
2009,Eeram ,unknown
2009,Renigunta ,unknown
2009,Achchamundu! Achchamundu! ,unknown
2009,Nadodigal ,unknown
2009,Pokkisham ,unknown
2009,A Aa E Ee,comedy 
2009,Villu,action 
2009,Kadhalna Summa Illai,drama 
2009,Padikathavan,action 
2009,Satrumun Kidaitha Thagaval,thriller 
2009,Naan Kadavul,drama 
2009,Perumal,action 
2009,Siva Manasula Sakthi,romantic comedy 
2009,Laadam,gangster thriller 
2009,TN 07 AL 4777,thriller 
2009,Thee,action 
2009,1977,action 
2009,Yavarum Nalam,horror 
2009,Kanchivaram,drama 
2009,Aadatha Aattamellam,drama 
2009,Pattalam,drama 
2009,Ayan,action thriller 
2009,Ananda Tandavam,romance 
2009,Guru En Aalu,romantic comedy 
2009,Kunguma Poovum Konjum Puravum,romance 
2009,Mariyadhai,action 
2009,Newtonin Moondram Vidhi,action 
2009,Pasanga,comedy drama 
2009,Rajadhi Raja,action 
2009,Sarvam,action thriller 
2009,Thoranai,action 
2009,Kulir 100°,drama 
2009,Mayandi Kudumbathar,famil drama 
2009,Maasilamani,action 
2009,Muthirai,action thriller 
2009,Naadodigal,drama 
2009,Sirithal Rasipen,comedy 
2009,Indira Vizha,romance 
2009,Vaamanan,action thriller 
2009,Achchamundu! Achchamundu!,thriller 
2009,Vedigundu Murugesan,drama 
2009,Engal Aasan,action 
2009,Ainthaam Padai,action 
2009,Modhi Vilayadu,action 
2009,Aarumaname,drama 
2009,Anthony Yaar?,drama 
2009,Malai Malai,action 
2009,Azhagar Malai,drama 
2009,Eesa,drama 
2009,Pokkisham,drama 
2009,Kanthaswamy,action - superhero 
2009,Ninaithale Inikkum,drama 
2009,Madurai Sambavam,action 
2009,Eeram,thriller 
2009,Solla Solla Inikkum,romance 
2009,Unnaipol Oruvan,thriller 
2009,Aarumugam,action 
2009,Thiru Thiru Thuru Thuru,romantic comedy 
2009,Moonar,thriller 
2009,Jaganmohini,horror 
2009,Peranmai,action thriller 
2009,Aadhavan,action thriller 
2009,Kanden Kadhalai,romantic comedy 
2009,Adhe Neram Adhe Idam,romance 
2009,Palaivana Solai,drama 
2009,Mathiya Chennai,action 
2009,Naan Avanillai 2,romantic thriller 
2009,Yogi,action 
2009,Renigunta,action 
2009,Vettaikkaran,action 
2009,Odipolama,romance 
2010,Pugaippadam,unknown
2010,Aayirathil Oruvan,unknown
2010,Kutty,unknown
2010,Naanayam,unknown
2010,Goa,unknown
2010,Jaggubhai,unknown
2010,Kathai,unknown
2010,Thairiyam,unknown
2010,Thamizh Padam,unknown
2010,Aasal,unknown
2010,Theeradha Vilaiyattu Pillai,unknown
2010,Rasikkum Seemane,unknown
2010,Vinnaithaandi Varuvaayaa,unknown
2010,Aval Peyar Thamizharasi,unknown
2010,Thambikku Indha Ooru,unknown
2010,Azhagaana Ponnuthan,unknown
2010,Maathi Yosi,unknown
2010,Yathumaagi,unknown
2010,Kacheri Arambam,unknown
2010,Mundhinam Paartheney,unknown
2010,Angaadi Theru,unknown
2010,Paiyaa,unknown
2010,Sivappu Mazhai,unknown
2010,Rettaisuzhi,unknown
2010,Sura,unknown
2010,Goripalayam,unknown
2010,Guru Sishyan,unknown
2010,Irumbu Kottai Murattu Singam,unknown
2010,Kutti Pisasu,unknown
2010,Kanagavel Kaaka,unknown
2010,Maanja Velu,unknown
2010,Magane En Marumagane,unknown
2010,Kadhalagi,unknown
2010,Singam,unknown
2010,Pen Singam,unknown
2010,Raavanan,unknown
2010,Kalavani,unknown
2010,Milaga,unknown
2010,Ambasamudram Ambani,unknown
2010,Anandhapurathu Veedu,unknown
2010,Madrasapattinam,unknown
2010,Thillalangadi,unknown
2010,Baana Kaathadi,unknown
2010,Kaadhal Solla Vandhen,unknown
2010,Inidhu Inidhu,unknown
2010,Naan Mahaan Alla,unknown
2010,Bale Pandiya,unknown
2010,Irandu Mugam,unknown
2010,Sindhu Samaveli,unknown
2010,Boss Engira Bhaskaran,unknown
2010,Drohi,unknown
2010,Vandae Maatharam,unknown
2010,Enthiran,unknown
2010,Gowravargal,unknown
2010,Vaadaa,unknown
2010,Mynaa,unknown
2010,Uthama Puthiran,unknown
2010,Va,unknown
2010,Vallakottai,unknown
2010,Mandhira Punnagai,unknown
2010,Chikku Bukku,unknown
2010,Ayyanar,unknown
2010,Siddu,unknown
2010,Aattanayagann,unknown
2010,Easan,unknown
2010,Nil Gavani Sellathey,unknown
2010,Manmadhan Ambu,unknown
2010,Aridhu Aridhu,unknown
2010,Nellu,unknown
2010,Thenmerku Paruvakaatru,unknown
2010,Mudhal Kadhal Mazhai,unknown
2010,Nalamdhana,unknown
2010,Villalan,unknown
2011,Thamizh Desam,drama
2011,Aadukalam,drama
2011,Siruthai,"action, masala"
2011,Kaavalan,romantic comedy
2011,Pathinaaru,romantic drama
2011,Yuddham Sei,crime thriller
2011,Thoonga Nagaram,drama
2011,Payanam,"thriller, drama"
2011,Thambikottai,"action, masala"
2011,Nadunissi Naaygal,psychological thriller
2011,Seedan,drama
2011,Singam Puli,"action, masala"
2011,Bhavani IPS,action
2011,Nil Gavani Sellathey,suspense thriller
2011,Nanjupuram,"thriller, fantasy"
2011,Mappillai,masala
2011,Ponnar Shankar,epic
2011,Ko,thriller
2011,Vikadakavi,romance
2011,Vaanam,"action, drama"
2011,Poova Thalaiya,drama
2011,Engeyum Kadhal,romance
2011,Azhagarsamiyin Kudhirai,comedy drama
2011,Kandaen,romantic comedy
2011,Eththan,action
2011,Aaranya Kaandam,"mob, neo-noir"
2011,Avan Ivan,comedy drama
2011,Pillaiyar Theru Kadaisi Veedu,"romance, action"
2011,Nootrenbadhu,romantic drama
2011,Venghai,masala
2011,Deiva Thirumagal,drama
2011,Kanchana,comedy horror
2011,Karungali,drama
2011,Veppam,drama
2011,Potta Potti,sports comedy
2011,Rowthiram,action
2011,Mudhal Idam,romantic comedy
2011,Puli Vesham,drama
2011,Yuvan Yuvathi,romance
2011,Mankatha,"action, thriller"
2011,Engeyum Eppodhum,romantic drama
2011,Vanthaan Vendraan,action thriller
2011,Aayiram Vilakku,drama
2011,Muran,thriller
2011,Vaagai Sooda Vaa,"period piece, romantic drama"
2011,Vedi,action-masala
2011,Sadhurangam,political drama
2011,Raa Raa,romantic comedy
2011,Varnam,unknown
2011,7aam Arivu,science fiction
2011,Thambi Vettothi Sundaram,drama
2011,Mayakkam Enna,romantic drama
2011,Poraali,action-drama film
2011,Osthe,action-masala film
2011,Mambattiyan,action
2011,Mouna Guru,action
2011,Rajapattai,action-masala
2012,Nanban,comedy-drama
2012,Kollaikaran,drama
2012,Vettai,action—masala
2012,Marina,comedy-drama
2012,Sengathu Bhoomiyilae,drama
2012,Ambuli,fantasy
2012,Kadhalil Sodhappuvadhu Yeppadi,romantic comedy
2012,Muppozhudhum Un Karpanaigal,romantic thriller
2012,Aravaan,period piece
2012,Kazhugu,comedy thriller
2012,3,romantic drama
2012,Sooriya Nagaram,drama
2012,Oru Kal Oru Kannadi,comedy
2012,Leelai,romance
2012,Vazhakku Enn 18/9,drama
2012,Kalakalappu,comedy
2012,Ishtam,romance
2012,Manam Kothi Paravai,romantic comedy
2012,Thadaiyara Thaakka,action
2012,Krishnaveni Panjaalai,romance
2012,Murattu Kaalai,action-masala
2012,Saguni,political satire
2012,Naan Ee,fantasy
2012,Billa II,gangster-thriller
2012,Mirattal,masala
2012,Adhisaya Ulagam,fantasy
2012,Attakathi,romantic comedy
2012,Naan,crime thriller
2012,18 Vayasu,psychological thriller
2012,Mugamoodi,superhero
2012,Sundarapandian,drama
2012,Thulli Ezhunthathu Kadhal,romantic comedy
2012,Saattai,drama
2012,Thaandavam,action
2012,Maattrraan,action thriller
2012,Pizza,romantic thriller
2012,Thiruthani,action
2012,Mayilu,drama
2012,Ajantha,unknown
2012,Ammavin Kaipesi,drama
2012,Podaa Podi,romance
2012,Thuppakki,action
2012,Naduvula Konjam Pakkatha Kaanom,comedy
2012,Neerparavai,drama
2012,Kumki,drama
2012,Neethaane En Ponvasantham,romance
2012,Kozhi Koovuthu,drama
2013,Alex Pandian,action (film genre)
2013,Kanna Laddu Thinna Aasaiya,comedy
2013,Samar,action
2013,Puthagam,drama
2013,Kadal,drama
2013,Vishwaroopam,spy thriller
2013,Ameerin Aadhi Bhagavan,action
2013,Haridas,drama
2013,Paatti,drama
2013,Onbadhule Guru,comedy
2013,Paradesi,drama
2013,Kan Pesum Varthaigal,romance
2013,Maranthen Mannithen,unknown
2013,Chennaiyil Oru Naal,drama-thriller
2013,Kedi Billa Killadi Ranga,comedy
2013,Settai,comedy
2013,Maman Machan,comedy
2013,Gouravam,drama
2013,Udhayam NH4,romantic thriller
2013,Yaaruda Mahesh,adult comedy
2013,Ethir Neechal,comedy-drama
2013,Moondru Per Moondru Kadhal,romance
2013,Soodhu Kavvum,comedy-thriller
2013,Masani,action thriller
2013,Theeya Velai Seiyyanum Kumaru,romantic comedy
2013,Thillu Mullu,comedy
2013,Thulli Vilayadu,comedy-thriller
2013,Singam II,action-masala
2013,Maryan,drama
2013,Pattathu Yaanai,action masala
2013,Sonna Puriyathu,comedy
2013,Ainthu Ainthu Ainthu,action thriller
2013,Aadhalal Kadhal Seiveer,romance
2013,Thalaivaa,action thriller
2013,Desingu Raja,romance
2013,Summa Nachunu Irukku,comedy
2013,Varuthapadatha Valibar Sangam,comedy
2013,Moodar Koodam,black comedy
2013,Ya Ya,comedy
2013,Onaayum Aattukkuttiyum,thriller
2013,Raja Rani,romantic comedy
2013,Naiyaandi,comedy
2013,Vanakkam Chennai,comedy
2013,Arrambam,action thriller
2013,All in All Azhagu Raja,comedy
2013,Pandianadu,action drama
2013,Pizza 2: The Villa,fantasy thriller
2013,Ravana Desam,war drama
2013,Irandaam Ulagam,fantasy
2013,Naveena Saraswathi Sabatham,fantasy comedy
2013,Ego,comedy
2013,Kalyana Samayal Saadham,romantic comedy
2013,Biriyani,comedy-thriller
2013,Endrendrum Punnagai,romance
2013,Thalaimuraigal,drama
2013,Madha Yaanai Koottam,unknown
2014,Jilla,action-masala
2014,Veeram,action-masala
2014,Goli Soda,drama
2014,Ner Ethir,thriller
2014,Malini 22 Palayamkottai,drama-thriller
2014,Pannaiyarum Padminiyum,comedy-drama
2014,Chandra,fantasy-period
2014,Idhu Kathirvelan Kadhal,romantic comedy
2014,Aaha Kalyanam,romantic comedy
2014,Thegidi,thriller
2014,Vallinam,sports drama
2014,Nimirndhu Nil,action drama
2014,Aadhiyum Andhamum,thriller
2014,Oru Modhal Oru Kadhal,romantic comedy
2014,Cuckoo,romantic drama
2014,Oru Oorla,drama
2014,Koottam,drama
2014,Maan Karate,fantasy
2014,Oru Kanniyum Moonu Kalavaanikalum,comedy
2014,Naan Sigappu Manithan,thriller
2014,Idhuvum Kadandhu Pogum,drama
2014,Damaal Dumeel,thriller
2014,Tenaliraman,historical comedy/satire
2014,Vaayai Moodi Pesavum,romantic comedy
2014,Nee Enge En Anbe,thriller
2014,Yaamirukka Bayamey,horror comedy
2014,Vallavanukku Pullum Aayudham,action comedy
2014,Kochadaiiyaan,animation/ period
2014,Manjapai,comedy drama
2014,Un Samayal Arayil,romance
2014,Naan Than Bala,drama
2014,Vadacurry,comedy thriller
2014,Athithi,thriller
2014,Saivam,drama
2014,Arima Nambi,thriller
2014,Nalanum Nandhiniyum,romance
2014,Ramanujan,biopic
2014,Irukku Aana Illai,horror comedy
2014,Sathuranga Vettai,heist-comedy
2014,Velaiyilla Pattathari,action-comedy
2014,Thirumanam Enum Nikkah,romance
2014,Jigarthanda,mob
2014,Sarabham,thriller
2014,Agni,romance
2014,Anjaan,action
2014,Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,comedy
2014,Irumbu Kuthirai,action
2014,Megha,romance
2014,Salim,thriller
2014,Amara Kaaviyam,romantic drama
2014,Pattaya Kelappanum Pandiya,comedy
2014,Sigaram Thodu,action
2014,Vanavarayan Vallavarayan,comedy drama
2014,Aadama Jaichomada,comedy
2014,Aal,thriller
2014,Aranmanai,horror comedy
